"name","gender","age","measurements","height","profile_view","status","orientation","subscribe","video_view","rank","weight","info_text","verified"
"Jasmine Lynn",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"13,755,965","
				4823			","Weight:
							119 lbs (54 kg)","Born:
							1979-09-03,Birthplace:
							Arizona, United States of America,Height:
							5 ft 3 in (160 cm),Weight:
							119 lbs (54 kg)","0"
"Krystal Jordan",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"5,706,100","
				4704			","Weight:
							130 lbs (59 kg)","Born:
							1986-03-23,Birthplace:
							Oklahoma, United States of America,Height:
							5 ft 4 in (163 cm),Weight:
							130 lbs (59 kg)","0"
"Amanda Bryant",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"8,105,509","
				4586			","Weight:
							108 lbs (49 kg)","Born:
							1990-08-25,Birthplace:
							Fort Lauderdale, Florida, United States of America,Height:
							5 ft 7 in (170 cm),Weight:
							108 lbs (49 kg)","0"
"Jaiden West",NA,NA,NA,NA,NA,NA,NA,NA,"2,878,356","
				4921			",NA,"","0"
"Claire Black",NA,NA,NA,NA,NA,NA,NA,NA,"157,250","
				4143			",NA,"","0"
"Andrea Anderson",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"4,619,943","
				4451			","Weight:
							90 lbs (41 kg)","Born:
							1987-11-09,Birthplace:
							Michigan, United States of America,Height:
							5 ft 5 in (165 cm),Weight:
							90 lbs (41 kg)","0"
"Gia Malone",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"36,646","
				8858			","Weight:
							115 lbs (52 kg)","Birthplace:
							Turin, Italy,Height:
							5 ft 4 in (163 cm),Weight:
							115 lbs (52 kg)","0"
"Sara Romain",NA,NA,NA,NA,NA,NA,NA,NA,"28,928","
				11366			",NA,"","0"
"Julia De Brava",NA,NA,NA,NA,NA,NA,NA,NA,"2,321","
				12649			",NA,"Birthplace:
							Czech Republic","0"
"Vicky Vogue",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"713,437","
				9367			","Weight:
							121 lbs (55 kg)","Born:
							1971-04-21,Birthplace:
							Boston, Massachusetts, United States of America,Height:
							5 ft 5 in (165 cm),Weight:
							121 lbs (55 kg)","0"
"Rubber Necro",NA,NA,NA,NA,NA,NA,NA,NA,"269,625","
				12239			",NA,"","0"
"Bailey Bliss",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"106,331","
				10395			","Weight:
							106 lbs (48 kg)","Born:
							1985-05-18,Birthplace:
							United States of America,Height:
							5 ft 2 in (157 cm),Weight:
							106 lbs (48 kg)","0"
"Aurora Viper",NA,NA,NA,NA,NA,NA,NA,NA,"1,016,041","
				8472			",NA,"","0"
"Valerie Hart",NA,NA,NA,NA,NA,NA,NA,NA,"490,979","
				11315			",NA,"","0"
"Charlie Rae","Gender:
							Female","Mar 16, 1993","Measurements:
								36B-27-38","Height:
								5 ft 2 in (157 cm)","Pornstar Profile Views:
								7,104","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        1.3K        ","
        50.8K        ","
                                                            
                                                    8429            ","Weight:
								119 lbs (54 kg)","Gender:
							Female,Birthday:
							Mar 16, 1993,Age:
							25,Measurements:
								36B-27-38,Height:
								5 ft 2 in (157 cm),Weight:
								119 lbs (54 kg),Ethnicity:
								Black,Background:
								American,Hair Color:
								Black,Tattoos:
							Yes,Interests and hobbies:
								Reading and chilling on the beach.,Relationship status:
							Single,Interested in:
							Guys and Girls,City and Country:
							Atlanta, US,Turn Ons:
								Generous men with good taste, A clean white smile, and a rock hard cock!,Turn Offs:
								Insecure assholes who barely make ends meet.,Pornstar Profile Views:
								7,104,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                1,866,Videos Watched:
                                22,Joined:
                                2 years ago","1"
"Romihi Nakamura",NA,NA,NA,NA,NA,NA,NA,NA,"901,747","
				8347			",NA,"","0"
"Mistress Jade Duboir",NA,NA,NA,NA,NA,NA,NA,NA,"18,894","
				12062			",NA,"","0"
"Lexxis Brown",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"160,011","
				11450			",NA,"Birthplace:
							Czech Republic,Height:
							5 ft 6 in (168 cm)","0"
"Angel Velvet",NA,NA,NA,NA,NA,NA,NA,NA,"5,753","
				11359			",NA,"Birthplace:
							Czech Republic","0"
"Fawna Fuller","Gender:
							Female","Jan 27, 1985","Measurements:
								36D-24-36","Height:
								5 ft 2 in (157 cm)","Pornstar Profile Views:
								3,451","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        1.3K        ","
        129K        ","
                                                            
                                                    8918            ","Weight:
								120 lbs (54 kg)","Gender:
							Female,Birthday:
							Jan 27, 1985,Age:
							33,Measurements:
								36D-24-36,Height:
								5 ft 2 in (157 cm),Weight:
								120 lbs (54 kg),Ethnicity:
								White,Background:
								American,Hair Color:
								Blonde,Tattoos:
							Yes,Interests and hobbies:
								Being amazing 
Spending your money
Orgies
Animal rescue
Reading
Multiple cocks in all holes
NSA hookups with hot ""straight"" tourist chicks,Relationship status:
							Taken,Interested in:
							Guys and Girls,City and Country:
							Las Vegas, US,Turn Ons:
								Being served spoiled and worshipped,Turn Offs:
								Don't waste My time when I could be getting off! Judgement, shaming, liars, idiots and scammers all BYEEEEEE,Pornstar Profile Views:
								3,451,Career Status:
							Active
                        ,Career Start and End:
							
								2017 to
								Present							
						,Profile Views:
                                8,002,Videos Watched:
                                692,Joined:
                                1 year ago","1"
"Jade Houston",NA,NA,NA,NA,NA,NA,NA,NA,"5,124","
				13188			",NA,"","0"
"Alyssa Jordan",NA,NA,NA,NA,NA,NA,NA,NA,"871,307","
				11671			",NA,"","0"
"Jules Van Saint",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"367,519","
				10859			","Weight:
							115 lbs (52 kg)","Born:
							1981-02-06,Birthplace:
							California, United States of America,Height:
							5 ft 4 in (163 cm),Weight:
							115 lbs (52 kg)","0"
"Stephanie Richards",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"294,685","
				10297			","Weight:
							121 lbs (55 kg)","Born:
							1988-06-15,Birthplace:
							Washington, United States of America,Height:
							5 ft 5 in (165 cm),Weight:
							121 lbs (55 kg)","0"
"Cindy Gold",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"391,938","
				10093			","Weight:
							108 lbs (49 kg)","Born:
							1983-09-05,Birthplace:
							Prague, Czech Republic,Height:
							5 ft 2 in (157 cm),Weight:
							108 lbs (49 kg)","0"
"Sasha Strange",NA,NA,NA,NA,NA,NA,NA,NA,"42,726","
				11374			",NA,"Born:
							1969-02-25,Birthplace:
							United States of America","0"
"Melanie Woods",NA,NA,NA,NA,NA,NA,NA,NA,"180,407","
				9425			",NA,"","0"
"Natalia Robles",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"405,121","
				9374			","Weight:
							110 lbs (50 kg)","Born:
							1991-12-10,Birthplace:
							United States of America,Height:
							5 ft 5 in (165 cm),Weight:
							110 lbs (50 kg)","0"
"Samantha Mendexz",NA,NA,NA,NA,NA,NA,NA,NA,"36,309","
				9359			",NA,"","0"
"Agostina Bell",NA,NA,NA,NA,NA,NA,NA,NA,"3,948","
				9550			",NA,"Birthplace:
							Argentina","0"
"Rosie De Luna",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"8,673","
				11565			","Weight:
							115 lbs (52 kg)","Born:
							1984-06-22,Height:
							5 ft 3 in (160 cm),Weight:
							115 lbs (52 kg)","0"
"Lamia Dark",NA,NA,NA,"Height:
							5 ft 9 in (175 cm)",NA,NA,NA,NA,"5,689","
				10493			","Weight:
							150 lbs (68 kg)","Born:
							1975-09-27,Birthplace:
							Madrid, Spain,Height:
							5 ft 9 in (175 cm),Weight:
							150 lbs (68 kg)","0"
"Adara Sanchez",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"2,350","
				9312			","Weight:
							126 lbs (57 kg)","Birthplace:
							Mexico,Height:
							5 ft 7 in (170 cm),Weight:
							126 lbs (57 kg)","0"
"Louisa Lanewood",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"1,278,853","
				8637			","Weight:
							115 lbs (52 kg)","Born:
							1985-01-19,Birthplace:
							Anchorage, Alaska, United States of America,Height:
							5 ft 6 in (168 cm),Weight:
							115 lbs (52 kg)","0"
"Cynthia Paul",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"65,414","
				9282			","Weight:
							110 lbs (50 kg)","Born:
							1981-09-24,Birthplace:
							Budapest, Hungary,Height:
							5 ft 5 in (165 cm),Weight:
							110 lbs (50 kg)","0"
"Betty Swollocks",NA,NA,NA,NA,NA,NA,NA,NA,"880,351","
				8967			",NA,"","0"
"Gianni Luca",NA,NA,NA,NA,NA,NA,NA,NA,"522,847","
				9026			",NA,"","0"
"Kelly Skylar",NA,NA,NA,"Height:
							5 ft 1 in (155 cm)",NA,NA,NA,NA,"184,516","
				12342			","Weight:
							110 lbs (50 kg)","Born:
							1986-10-06,Birthplace:
							United States of America,Height:
							5 ft 1 in (155 cm),Weight:
							110 lbs (50 kg)","0"
"Casey Casablancas",NA,NA,NA,NA,NA,NA,NA,NA,"5,772","
				13429			",NA,"","0"
"Casey Cole",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"354,537","
				9864			","Weight:
							134 lbs (61 kg)","Birthplace:
							South Carolina, United States of America,Height:
							5 ft 4 in (163 cm),Weight:
							134 lbs (61 kg)","0"
"Dominika Dark",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"224,956","
				8891			","Weight:
							112 lbs (51 kg)","Birthplace:
							Russia,Height:
							5 ft 8 in (173 cm),Weight:
							112 lbs (51 kg)","0"
"Misty Regan",NA,NA,NA,NA,NA,NA,NA,NA,"117,104","
				9429			",NA,"Born:
							1963-02-13,Birthplace:
							Australia","0"
"Julie Joy",NA,NA,NA,NA,NA,NA,NA,NA,"123,520","
				11774			",NA,"","0"
"Adora Diana",NA,NA,NA,"Height:
							5 ft 0 in (152 cm)",NA,NA,NA,NA,"1,498,652","
				10250			","Weight:
							121 lbs (55 kg)","Born:
							1983-09-04,Birthplace:
							Oregon, United States of America,Height:
							5 ft 0 in (152 cm),Weight:
							121 lbs (55 kg)","0"
"Myah Monroe",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"702,692","
				9158			","Weight:
							115 lbs (52 kg)","Born:
							1980-08-18,Birthplace:
							New York City, New York, United States of America,Height:
							5 ft 3 in (160 cm),Weight:
							115 lbs (52 kg)","0"
"Ariel Santiago",NA,NA,NA,NA,NA,NA,NA,NA,"79,533","
				12730			",NA,"","0"
"Baby Sky",NA,NA,NA,NA,NA,NA,NA,NA,"42,032","
				13161			",NA,"","0"
"Katana Porn",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"70,540","
				9512			","Weight:
							119 lbs (54 kg)","Born:
							1995-06-11,Birthplace:
							Barcelona, Spain,Height:
							5 ft 5 in (165 cm),Weight:
							119 lbs (54 kg)","0"
"Tiffany Flowers",NA,NA,NA,"Height:
							5 ft 1 in (155 cm)",NA,NA,NA,NA,"566,483","
				10023			","Weight:
							95 lbs (43 kg)","Birthplace:
							United States of America,Height:
							5 ft 1 in (155 cm),Weight:
							95 lbs (43 kg)","0"
"Bonnie Holiday",NA,NA,NA,NA,NA,NA,NA,NA,"1,873,385","
				11264			",NA,"","0"
"Lee Caroll",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"66,145","
				11249			","Weight:
							130 lbs (59 kg)","Born:
							1939-08-18,Birthplace:
							New York City, New York, United States of America,Height:
							5 ft 4 in (163 cm),Weight:
							130 lbs (59 kg)","0"
"Betty Dark",NA,NA,NA,NA,NA,NA,NA,NA,"22,045","
				10205			",NA,"Born:
							1980-09-13,Birthplace:
							Budapest, Hungary","0"
"Kinky Krystina",NA,NA,NA,NA,NA,NA,NA,NA,"236,349","
				12881			",NA,"","0"
"Rich Handsome",NA,NA,NA,"Height:
							5 ft 9 in (175 cm)",NA,NA,NA,NA,"258,760","
				12349			","Weight:
							161 lbs (73 kg)","Born:
							1966-08-25,Birthplace:
							United States of America,Height:
							5 ft 9 in (175 cm),Weight:
							161 lbs (73 kg)","0"
"Terry Sullivan",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"3,472","
				8735			","Weight:
							121 lbs (55 kg)","Born:
							1990-10-05,Birthplace:
							Czech Republic,Height:
							5 ft 6 in (168 cm),Weight:
							121 lbs (55 kg)","0"
"Katrina Isis",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"2,207,235","
				9146			","Weight:
							115 lbs (52 kg)","Born:
							1976-12-15,Birthplace:
							Santa Monica, California, United States of America,Height:
							5 ft 6 in (168 cm),Weight:
							115 lbs (52 kg)","0"
"Mira Shine",NA,NA,NA,NA,NA,NA,NA,NA,"5,067,405","
				8376			",NA,"","0"
"Mikki Taylor",NA,NA,NA,NA,NA,NA,NA,NA,"129,367","
				12434			",NA,"","0"
"Missy Blue",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"23,678","
				11862			","Weight:
							106 lbs (48 kg)","Birthplace:
							South Carolina, United States of America,Height:
							5 ft 3 in (160 cm),Weight:
							106 lbs (48 kg)","0"
"Samantha Crown",NA,NA,NA,NA,NA,NA,NA,NA,"80,741","
				9999			",NA,"Born:
							1993-01-27,Birthplace:
							Latvia","0"
"Taylor Hilton",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"265,515","
				11085			","Weight:
							126 lbs (57 kg)","Born:
							1985-11-16,Birthplace:
							Colorado, United States of America,Height:
							5 ft 8 in (173 cm),Weight:
							126 lbs (57 kg)","0"
"Michelle Soleil",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"373,121","
				11745			",NA,"Born:
							1976-07-18,Birthplace:
							Spain,Height:
							5 ft 5 in (165 cm)","0"
"Kerry Miller",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"80,041","
				9130			","Weight:
							121 lbs (55 kg)","Born:
							1987-07-11,Birthplace:
							Russia,Height:
							5 ft 8 in (173 cm),Weight:
							121 lbs (55 kg)","0"
"Frankie Dashwood",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"48,636","
				8821			","Weight:
							110 lbs (50 kg)","Born:
							1981-09-24,Birthplace:
							Chicago, Illinois, United States of America,Height:
							5 ft 6 in (168 cm),Weight:
							110 lbs (50 kg)","0"
"Montanna Rae",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"416,252","
				10993			","Weight:
							121 lbs (55 kg)","Born:
							1984-04-03,Birthplace:
							Baxter Springs, Kansas, United States of America,Height:
							5 ft 6 in (168 cm),Weight:
							121 lbs (55 kg)","0"
"Aubrey Banks",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"178,789","
				10726			",NA,"Born:
							1986-06-18,Birthplace:
							Arizona, United States of America,Height:
							5 ft 3 in (160 cm)","0"
"Mariella",NA,NA,NA,NA,NA,NA,NA,NA,"10,614","
				6721			",NA,"","0"
"Taliah Mac",NA,NA,NA,NA,NA,NA,NA,NA,"233,549","
				8909			",NA,"","0"
"Evelyn Jacobs",NA,NA,NA,NA,NA,NA,NA,NA,"828","
				15092			",NA,"","0"
"Pamela Mann",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"81,798","
				9432			",NA,"Height:
							5 ft 2 in (157 cm)","0"
"Lilit Sweet","Gender:
							Female","Jul 21, 1988","Measurements:
								--",NA,"Pornstar Profile Views:
								41","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        321        ","
        1.7K        ","
                                                            
                                                    9145            ",NA,"Gender:
							Female,Birthday:
							Jul 21, 1988,Age:
							30,Measurements:
								--,Relationship status:
							Open,Interested in:
							Guys and Girls,City and Country:
							Budapest, UA,Pornstar Profile Views:
								41,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                2,402,Videos Watched:
                                2,Joined:
                                8 months ago","1"
"Alexia Milano",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"702,696","
				10303			","Weight:
							119 lbs (54 kg)","Born:
							1984-05-16,Birthplace:
							Portland, Oregon, United States of America,Height:
							5 ft 3 in (160 cm),Weight:
							119 lbs (54 kg)","0"
"Olena",NA,NA,NA,NA,NA,NA,NA,NA,"133,267","
				8059			",NA,"","0"
"Idoia Durante",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"93,569","
				8883			","Weight:
							106 lbs (48 kg)","Birthplace:
							Bilbao, Spain,Height:
							5 ft 4 in (163 cm),Weight:
							106 lbs (48 kg)","0"
"Kassius Kay",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"852,123","
				10964			","Weight:
							107 lbs (49 kg)","Born:
							1990-03-20,Birthplace:
							United States of America,Height:
							5 ft 7 in (170 cm),Weight:
							107 lbs (49 kg),Website:
							Official Site","0"
"Taylor Kross",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"216,669","
				12416			",NA,"Birthplace:
							United States of America,Height:
							5 ft 3 in (160 cm)","0"
"Kitty Von Dolce",NA,NA,NA,NA,NA,NA,NA,NA,"3,561","
				12710			",NA,"","0"
"Vicca Star",NA,NA,NA,NA,NA,NA,NA,NA,"3,168","
				13555			",NA,"","0"
"Victoria Sapphire",NA,NA,NA,NA,NA,NA,NA,NA,"125,940","
				13331			",NA,"","0"
"Daryn Darby",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"941,634","
				8191			","Weight:
							134 lbs (61 kg)","Born:
							1986-07-18,Birthplace:
							United States of America,Height:
							5 ft 8 in (173 cm),Weight:
							134 lbs (61 kg)","0"
"Chandler Steele",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"565,238","
				9779			","Weight:
							106 lbs (48 kg)","Born:
							1974-12-02,Birthplace:
							California, United States of America,Height:
							5 ft 3 in (160 cm),Weight:
							106 lbs (48 kg)","0"
"Camrie Foxxx",NA,NA,NA,NA,NA,NA,NA,NA,"1,942,701","
				8877			",NA,"","0"
"Pamela Blue",NA,NA,NA,NA,NA,NA,NA,NA,"99,350","
				12977			",NA,"","0"
"Alyssa Chase",NA,NA,NA,NA,NA,NA,NA,NA,"1,888","
				11170			",NA,"","0"
"Kathy Blanche",NA,NA,NA,NA,NA,NA,NA,NA,"39,500","
				9896			",NA,"Born:
							1985-05-31","0"
"Taylor Dante",NA,NA,NA,NA,NA,NA,NA,NA,"50,827","
				12174			",NA,"Born:
							1963-11-02","0"
"Candice Cox",NA,NA,NA,NA,NA,NA,NA,NA,"103,457","
				11443			",NA,"Born:
							1987-01-30,Birthplace:
							United States of America","0"
"AmberDawnxxx","Gender:
							Female","Aug 6, 1976","Measurements:
								36C-26-40","Height:
								5 ft 6 in (168 cm)","Pornstar Profile Views:
								27,624","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        13.5K        ","
        5.2M        ","
                                                            
                                                    8980            ","Weight:
								128 lbs (58 kg)","Gender:
							Female,Birthday:
							Aug 6, 1976,Age:
							42,Measurements:
								36C-26-40,Height:
								5 ft 6 in (168 cm),Weight:
								128 lbs (58 kg),Ethnicity:
								White,Background:
								American,Hair Color:
								Red,Tattoos:
							Yes,Interests and hobbies:
								vegan cooking, healthy lifestyle, nature, nudity,Relationship status:
							Open,Interested in:
							Guys and Girls,City and Country:
							San Francisco Bay Area, CA, US,Turn Ons:
								being in nature, healthy food, good manners, wisdom, humility, reading, horny people, daddy spankings, financial dominating men, spankings, big cock sucking, musclemen, womens asses, working out, eating pussy, spanking girls,Turn Offs:
								Entitled, broke-ass, cocky, dirty-dick, ugly dicks, trophy hunters, fishermen, rednecks from Chico, trucks with no cargo, ignorant stubborn old white dudes.,Pornstar Profile Views:
								27,624,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                152,702,Videos Watched:
                                234,Joined:
                                3 years ago","1"
"Teressa Bizarre",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"868,081","
				10367			","Weight:
							115 lbs (52 kg)","Born:
							1993-01-09,Birthplace:
							Czech Republic,Height:
							5 ft 4 in (163 cm),Weight:
							115 lbs (52 kg)","0"
"Sindee Shay",NA,NA,NA,"Height:
							5 ft 9 in (175 cm)",NA,NA,NA,NA,"232,031","
				9998			","Weight:
							134 lbs (61 kg)","Born:
							1975-06-21,Birthplace:
							United States of America,Height:
							5 ft 9 in (175 cm),Weight:
							134 lbs (61 kg)","0"
"Olga Polansky",NA,NA,NA,"Height:
							5 ft 10 in (178 cm)",NA,NA,NA,NA,"1,183,461","
				8557			","Weight:
							134 lbs (61 kg)","Birthplace:
							Poland,Height:
							5 ft 10 in (178 cm),Weight:
							134 lbs (61 kg)","0"
"Supremacy",NA,NA,NA,NA,NA,NA,NA,NA,"369,346","
				8807			",NA,"","0"
"Teddi Austin",NA,NA,NA,NA,NA,NA,NA,NA,"17,932","
				13598			",NA,"","0"
"Roshell Starr",NA,NA,NA,NA,NA,NA,NA,NA,"417","
				12830			",NA,"","0"
"Celeste Mulet",NA,NA,NA,"Height:
							5 ft 1 in (155 cm)",NA,NA,NA,NA,"179,662","
				9250			","Weight:
							104 lbs (47 kg)","Born:
							1979-11-14,Birthplace:
							Illinois, United States of America,Height:
							5 ft 1 in (155 cm),Weight:
							104 lbs (47 kg)","0"
"Mocha Love",NA,NA,NA,NA,NA,NA,NA,NA,"3,542,482","
				10389			",NA,"","0"
"Freddie Elle",NA,NA,NA,"Height:
							5 ft 9 in (175 cm)",NA,NA,NA,NA,"779,908","
				11396			","Weight:
							148 lbs (67 kg)","Born:
							1982-11-22,Birthplace:
							Huntington Beach, California, United States of America,Height:
							5 ft 9 in (175 cm),Weight:
							148 lbs (67 kg)","0"
"Jasse Monroe",NA,NA,NA,NA,NA,NA,NA,NA,"245,969","
				10218			",NA,"Birthplace:
							San Diego, California, United States of America","0"
"Adriana Jones",NA,NA,NA,NA,NA,NA,NA,NA,"13,323","
				11274			",NA,"","0"
"Kayla Raynes",NA,NA,NA,NA,NA,NA,NA,NA,"171,411","
				11598			",NA,"","0"
"Kassi Nova",NA,NA,NA,NA,NA,NA,NA,NA,"223,767","
				9510			",NA,"Born:
							1966-02-18","0"
"Carmen Collins",NA,NA,NA,NA,NA,NA,NA,NA,"114,229","
				12873			",NA,"","0"
"Abby O'Toole",NA,NA,NA,NA,NA,NA,NA,NA,"81,384","
				11400			",NA,"","0"
"Evita Fine",NA,NA,NA,NA,NA,NA,NA,NA,"588,470","
				12033			",NA,"","0"
"Wendy Muller",NA,NA,NA,NA,NA,NA,NA,NA,"137,191","
				9062			",NA,"Birthplace:
							Latvia","0"
"Florence Dolce",NA,NA,NA,NA,NA,NA,NA,NA,"807,613","
				8667			",NA,"","0"
"Jennifer Siguer",NA,NA,NA,NA,NA,NA,NA,NA,"471,487","
				13472			",NA,"","0"
"Alexandra Smith",NA,NA,NA,NA,NA,NA,NA,NA,"625","
				10908			",NA,"Birthplace:
							Spain","0"
"Kelley Cabbana",NA,"Florida, United States of America",NA,"Height:
						5 ft 3 in (160 cm)",NA,NA,NA,NA,"718,968","
				7858			","Weight:
						121 lbs (55 kg)","Birthplace:
						Florida, United States of America,Height:
						5 ft 3 in (160 cm),Weight:
						121 lbs (55 kg)","0"
"Mercedez Santos",NA,NA,NA,NA,NA,NA,NA,NA,"959,556","
				8876			",NA,"","0"
"Electra Angels",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"542,821","
				11437			","Weight:
							110 lbs (50 kg)","Born:
							1983-02-24,Birthplace:
							Hungary,Height:
							5 ft 6 in (168 cm),Weight:
							110 lbs (50 kg)","0"
"Virginee",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"755,641","
				7805			","Weight:
							130 lbs (59 kg)","Born:
							1986-07-05,Birthplace:
							Hungary,Height:
							5 ft 8 in (173 cm),Weight:
							130 lbs (59 kg)","0"
"Sarah Lewis",NA,NA,NA,NA,NA,NA,NA,NA,"172,315","
				11166			",NA,"","0"
"Laura Lyons",NA,NA,NA,NA,NA,NA,NA,NA,"221,383","
				10561			",NA,"","0"
"Promesita",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"1,664,697","
				9082			","Weight:
							108 lbs (49 kg)","Born:
							1987-12-21,Birthplace:
							Stredocesky Kraj, Czech Republic,Height:
							5 ft 3 in (160 cm),Weight:
							108 lbs (49 kg)","0"
"Nataly Paris",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"583,819","
				10226			","Weight:
							104 lbs (47 kg)","Born:
							1984-12-06,Birthplace:
							Madrid, Spain,Height:
							5 ft 7 in (170 cm),Weight:
							104 lbs (47 kg)","0"
"Suckable",NA,NA,NA,NA,NA,NA,NA,NA,"3,006,853","
				9592			",NA,"Born:
							1981-06-20,Birthplace:
							United States of America","0"
"Brownie Deluxxx",NA,NA,NA,NA,NA,NA,NA,NA,"497,403","
				8786			",NA,"Birthplace:
							United States of America","0"
"Cinder Golds",NA,NA,NA,NA,NA,NA,NA,NA,"146,537","
				12171			",NA,"","0"
"Danielle Dai",NA,NA,NA,NA,NA,NA,NA,NA,"26,241","
				9960			",NA,"","0"
"Ka Lee",NA,NA,NA,"Height:
							5 ft 0 in (152 cm)",NA,NA,NA,NA,"566,482","
				8070			","Weight:
							94 lbs (43 kg)","Born:
							1976-04-03,Birthplace:
							Fairfax, United States of America,Height:
							5 ft 0 in (152 cm),Weight:
							94 lbs (43 kg)","0"
"Emily Cash",NA,NA,NA,NA,NA,NA,NA,NA,"197,676","
				8151			",NA,"Birthplace:
							Colombia","0"
"Addison O'riley",NA,NA,NA,"Height:
							5 ft 10 in (178 cm)",NA,NA,NA,NA,"7,709,173","
				7665			","Weight:
							126 lbs (57 kg)","Born:
							1986-06-23,Birthplace:
							Orlando, Florida, United States of America,Height:
							5 ft 10 in (178 cm),Weight:
							126 lbs (57 kg)","0"
"Kendra Lee",NA,NA,NA,NA,NA,NA,NA,NA,"894,023","
				8239			",NA,"","0"
"Lucette Nice",NA,NA,NA,NA,NA,NA,NA,NA,"156,880","
				6411			",NA,"Birthplace:
							Hungary","0"
"Cindy Dee",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"277,649","
				8928			","Weight:
							108 lbs (49 kg)","Born:
							1989-06-18,Birthplace:
							Russia,Height:
							5 ft 4 in (163 cm),Weight:
							108 lbs (49 kg)","0"
"Stacy Bride",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"15,128","
				7201			",NA,"Birthplace:
							Las Vegas, Nevada, United States of America,Height:
							5 ft 5 in (165 cm)","0"
