"name","gender","age","measurements","height","profile_view","status","orientation","subscribe","video_view","rank","weight","info_text","verified"
"Yhivi",NA,"1994-11-05",NA,"Height:
						5 ft 1 in (155 cm)",NA,NA,NA,NA,"47,101,556","
				240			","Weight:
						110 lbs (50 kg)","Born:
						1994-11-05,Birthplace:
						California, United States of America,Height:
						5 ft 1 in (155 cm),Weight:
						110 lbs (50 kg)","0"
"Kiss",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"191,534","
				241			","Weight:
							115 lbs (52 kg)","Born:
							1970-06-20,Birthplace:
							Birmingham, England,Height:
							5 ft 3 in (160 cm),Weight:
							115 lbs (52 kg)","0"
"Maserati",NA,"1986-01-08",NA,"Height:
						5 ft 4 in (163 cm)",NA,NA,NA,NA,"63,305,012","
				242			","Weight:
						150 lbs (68 kg)","Born:
						1986-01-08,Birthplace:
						Kingston, Jamaica,Height:
						5 ft 4 in (163 cm),Weight:
						150 lbs (68 kg)","0"
"April O'Neil",NA,"1987-04-07",NA,"Height:
						5 ft 1 in (155 cm)",NA,NA,NA,NA,"169,841,167","
				243			","Weight:
						88 lbs (40 kg)","Born:
						1987-04-07,Birthplace:
						Phoenix, Arizona, United States of America,Height:
						5 ft 1 in (155 cm),Weight:
						88 lbs (40 kg)","0"
"Tera Patrick",NA,"1976-07-25",NA,"Height:
						5 ft 9 in (175 cm)",NA,NA,NA,NA,"33,520,638","
				244			","Weight:
						121 lbs (55 kg)","Born:
						1976-07-25,Birthplace:
						Great Falls, Montana, United States of America,Height:
						5 ft 9 in (175 cm),Weight:
						121 lbs (55 kg)","0"
"Anastasia Knight","Gender:
							Female","Sep 24, 1999","Measurements:
								32A-22-32","Height:
								5 ft 3 in (160 cm)","Pornstar Profile Views:
								1,922,189","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        60K        ","
        71.7M        ","
                                                            
                                                    245            ","Weight:
								106 lbs (48 kg)","Gender:
							Female,Birthday:
							Sep 24, 1999,Age:
							19,Measurements:
								32A-22-32,Height:
								5 ft 3 in (160 cm),Weight:
								106 lbs (48 kg),Ethnicity:
								White,Background:
								American,Hair Color:
								Blonde,Relationship status:
							Single,Interested in:
							Guys and Girls,City and Country:
							Pompano Beach, US,Pornstar Profile Views:
								1,922,189,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                221,322,Videos Watched:
                                1,Joined:
                                1 year ago","1"
"Chastity",NA,NA,NA,NA,NA,NA,NA,NA,"2,939,398","
				246			",NA,"","0"
"Cameron Canela","Gender:
							Female","Sep 21, 1995","Measurements:
								28B-19-23","Height:
								5 ft 4 in (163 cm)","Pornstar Profile Views:
								4,604,253","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        235K        ","
        197M        ","
                                                            
                                                    247            ","Weight:
								106 lbs (48 kg)","Gender:
							Female,Birthday:
							Sep 21, 1995,Age:
							23,Measurements:
								28B-19-23,Height:
								5 ft 4 in (163 cm),Weight:
								106 lbs (48 kg),Ethnicity:
								Latin,Background:
								American,Hair Color:
								Brunette,Tattoos:
							Yes,Piercings:
							Yes,Interests and hobbies:
								Weed, tattoos, muscle cars, fitness, Batman. Money, hiking, traveling.,Relationship status:
							Single,Interested in:
							Guys and Girls,City and Country:
							Sin City, US,Turn Ons:
								I just love to bring pleasure to others ;),Turn Offs:
								Anyone who asks for discounts or is disrespectful.,Pornstar Profile Views:
								4,604,253,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                3,187,914,Videos Watched:
                                869,Joined:
                                3 years ago","1"
"Malena Morgan",NA,"1991-06-23",NA,"Height:
						5 ft 8 in (173 cm)",NA,NA,NA,NA,"204,238,259","
				248			","Weight:
						119 lbs (54 kg)","Born:
						1991-06-23,Birthplace:
						Florida, United States of America,Height:
						5 ft 8 in (173 cm),Weight:
						119 lbs (54 kg)","0"
"Canela Skin",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"7,785,204","
				249			","Weight:
							107 lbs (49 kg)","Born:
							1991-07-06,Birthplace:
							Colombia,Height:
							5 ft 3 in (160 cm),Weight:
							107 lbs (49 kg)","0"
"Daisy Stone",NA,"1996-09-06",NA,"Height:
						5 ft 8 in (173 cm)",NA,NA,NA,NA,"122,370,262","
				250			","Weight:
						114 lbs (52 kg)","Born:
						1996-09-06,Birthplace:
						Miami Beach, Florida, United States of America,Height:
						5 ft 8 in (173 cm),Weight:
						114 lbs (52 kg)","0"
"Lily Rader",NA,"1996-08-15",NA,"Height:
						5 ft 6 in (168 cm)",NA,NA,NA,NA,"120,467,100","
				251			","Weight:
						115 lbs (52 kg)","Born:
						1996-08-15,Birthplace:
						Akron, Ohio, United States of America,Height:
						5 ft 6 in (168 cm),Weight:
						115 lbs (52 kg)","0"
"Tila Tequila",NA,NA,NA,"Height:
							5 ft 0 in (152 cm)",NA,NA,NA,NA,"54,402,982","
				252			","Weight:
							97 lbs (44 kg)","Born:
							1981-10-24,Birthplace:
							Singapore,Height:
							5 ft 0 in (152 cm),Weight:
							97 lbs (44 kg)","0"
"Vina Sky",NA,NA,NA,"Height:
							5 ft 0 in (152 cm)",NA,NA,NA,NA,"20,256,714","
				253			","Weight:
							84 lbs (38 kg)","Born:
							1999-03-14,Birthplace:
							Houston, Texas, United States of America,Height:
							5 ft 0 in (152 cm),Weight:
							84 lbs (38 kg)","0"
"Dolly Little","Gender:
							Female","May 25, 1995","Measurements:
								28A-22-32","Height:
								4 ft 9 in (145 cm)","Pornstar Profile Views:
								4,086,977","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        84.6K        ","
        61.1M        ","
                                254            ","Weight:
								86 lbs (39 kg)","Gender:
							Female,Birthday:
							May 25, 1995,Age:
							23,Star Sign:
							Gemini,Measurements:
								28A-22-32,Height:
								4 ft 9 in (145 cm),Weight:
								86 lbs (39 kg),Ethnicity:
								White,Background:
								American,Hair Color:
								Red,Interests and hobbies:
								I love making all my own health and beauty products! Some of my favorite things to make at the moment are organic lye soap, lip balm, lotion, and Kombucha soda! I also really enjoy income tax law and recently completed a course in basic tax law and individual tax return preparation!,Relationship status:
							Single,Interested in:
							Guys and Girls,City and Country:
							Miami, US,Turn Ons:
								DD/lg, lg/lg, Forced lesbianism, cock sucking, deep throating, bimbofication, high heels and mini skirts, business suits, rough sex, facial abuse, consensual non-consent, big fluffy princess dresses, school uniforms, fisting, gaping, HUGE toys, forced orgasms, vibrators, pussy pumping, the list goes on!,Pornstar Profile Views:
								4,086,977,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                335,846,Videos Watched:
                                45,Joined:
                                3 years ago","1"
"Aubrey Sinclair","Gender:
							Female","Dec 26, 1997","Measurements:
								34C-26-36","Height:
								4 ft 9 in (145 cm)","Pornstar Profile Views:
								1,918,258","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        53.8K        ","
        95.9M        ","
                                                            
                                                    255            ","Weight:
								110 lbs (50 kg)","Gender:
							Female,Birthday:
							Dec 26, 1997,Age:
							20,Measurements:
								34C-26-36,Height:
								4 ft 9 in (145 cm),Weight:
								110 lbs (50 kg),Ethnicity:
								White,Background:
								American,Hair Color:
								Blonde,Relationship status:
							Open,Interested in:
							Guys and Girls,Hometown:
							Las Vegas,City and Country:
							Henderson, US,Pornstar Profile Views:
								1,918,258,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                156,487,Videos Watched:
                                9,Joined:
                                1 year ago","1"
"Roberta Gemma","Gender:
							Female","Dec 15, 1980","Measurements:
								39E-23-35","Height:
								5 ft 6 in (168 cm)","Pornstar Profile Views:
								1,947,981","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        14.2K        ","
        18.7M        ","
                                                            
                                                    256            ","Weight:
								134 lbs (61 kg)","Gender:
							Female,Birthday:
							Dec 15, 1980,Age:
							37,Star Sign:
							Sagittarius,Measurements:
								39E-23-35,Height:
								5 ft 6 in (168 cm),Weight:
								134 lbs (61 kg),Ethnicity:
								White,Background:
								Italian,Hair Color:
								Brunette,Piercings:
							Yes,Interests and hobbies:
								motori e sesso,Relationship status:
							Open,Interested in:
							Guys and Girls,City and Country:
							Rome, IT,Turn Ons:
								la trasgressione di buon gusto no al trash

the transgression of good taste no to the trash,Pornstar Profile Views:
								1,947,981,Career Status:
							Active
                        ,Career Start and End:
							
								2005 to
								Present							
						,Profile Views:
                                46,894,Videos Watched:
                                261,Joined:
                                2 years ago","1"
"Jasmine Webb",NA,"1983-10-06",NA,"Height:
						5 ft 6 in (168 cm)",NA,NA,NA,NA,"83,877,731","
				257			","Weight:
						130 lbs (59 kg)","Born:
						1983-10-06,Birthplace:
						London, United Kingdom,Height:
						5 ft 6 in (168 cm),Weight:
						130 lbs (59 kg)","0"
"Susi Gala",NA,NA,NA,"Height:
							5 ft 9 in (175 cm)",NA,NA,NA,NA,"50,385,584","
				258			","Weight:
							143 lbs (65 kg)","Height:
							5 ft 9 in (175 cm),Weight:
							143 lbs (65 kg)","0"
"Monique Alexander",NA,"1982-05-26",NA,"Height:
						5 ft 5 in (165 cm)",NA,NA,NA,NA,"87,620,096","
				259			","Weight:
						106 lbs (48 kg)","Born:
						1982-05-26,Birthplace:
						Vallejo, California, United States of America,Height:
						5 ft 5 in (165 cm),Weight:
						106 lbs (48 kg)","0"
"Lady Sonia",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"59,548,172","
				260			","Weight:
							115 lbs (52 kg)","Birthplace:
							Oswestry, Shropshire, England,Height:
							5 ft 8 in (173 cm),Weight:
							115 lbs (52 kg),Website:
							Official Site","0"
"Richelle Ryan","Gender:
							Female","Jul 11, 1985","Measurements:
								34C-25-36","Height:
								5 ft 4 in (163 cm)","Pornstar Profile Views:
								1,843,378","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        27.8K        ","
        62.1M        ","
                                                            
                                                    261            ","Weight:
								126 lbs (57 kg)","Gender:
							Female,Birthday:
							Jul 11, 1985,Age:
							33,Star Sign:
							Cancer,Measurements:
								34C-25-36,Height:
								5 ft 4 in (163 cm),Weight:
								126 lbs (57 kg),Ethnicity:
								White,Background:
								American,Hair Color:
								Brunette,Tattoos:
							Yes,Piercings:
							Yes,Relationship status:
							Single,Interested in:
							Guys and Girls,City and Country:
							Las Vegas, US,Pornstar Profile Views:
								1,843,378,Career Status:
							Active
                        ,Career Start and End:
							
								2006 to
								Present							
						,Profile Views:
                                39,263,Videos Watched:
                                68,Joined:
                                11 months ago","1"
"Kristen Scott",NA,"1995-03-13",NA,"Height:
						5 ft 2 in (157 cm)",NA,NA,NA,NA,"91,625,936","
				262			","Weight:
						99 lbs (45 kg)","Born:
						1995-03-13,Birthplace:
						San Diego, California, United States of America,Height:
						5 ft 2 in (157 cm),Weight:
						99 lbs (45 kg)","0"
"Sensual Jane",NA,"1983-07-15",NA,"Height:
						5 ft 6 in (168 cm)",NA,NA,NA,NA,"71,195,751","
				263			","Weight:
						128 lbs (58 kg)","Born:
						1983-07-15,Birthplace:
						Romania,Height:
						5 ft 6 in (168 cm),Weight:
						128 lbs (58 kg)","0"
"Kiki Minaj","Gender:
							Female","Sep 2, 1991","Measurements:
								34E-25-32","Height:
								5 ft 1 in (155 cm)","Pornstar Profile Views:
								3,576,343","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        46K        ","
        82.3M        ","
                                                            
                                                    264            ","Weight:
								121 lbs (55 kg)","Gender:
							Female,Birthday:
							Sep 2, 1991,Age:
							27,Measurements:
								34E-25-32,Height:
								5 ft 1 in (155 cm),Weight:
								121 lbs (55 kg),Ethnicity:
								Black,Background:
								English,Hair Color:
								Black,Interests and hobbies:
								my hobbies include Baking,travelling,sewing,and sucking big dicks, i Also like social media , so follow me on instagram & snapchat @KIKIMINAJ_UK  :),Relationship status:
							Single,Interested in:
							Guys and Girls,City and Country:
							London, GB,Turn Ons:
								watching people fuck turns me on
sucking dick
getting my neck licked & buying me stuff,Turn Offs:
								bad breath, hairy toes, hairy balls,,Pornstar Profile Views:
								3,576,343,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                48,483,Videos Watched:
                                530,Joined:
                                1 year ago","1"
"Jesse Jane",NA,"1980-07-16",NA,"Height:
						5 ft 3 in (160 cm)",NA,NA,NA,NA,"57,143,217","
				266			","Weight:
						108 lbs (49 kg)","Born:
						1980-07-16,Birthplace:
						Fort Worth, Texas, United States of America,Height:
						5 ft 3 in (160 cm),Weight:
						108 lbs (49 kg)","0"
"Carter Cruise",NA,"1991-04-24",NA,"Height:
						5 ft 4 in (163 cm)",NA,NA,NA,NA,"182,417,276","
				267			","Weight:
						126 lbs (57 kg)","Born:
						1991-04-24,Birthplace:
						North Carolina, United States of America,Height:
						5 ft 4 in (163 cm),Weight:
						126 lbs (57 kg)","0"
"Lelu Love",NA,"1987-08-01",NA,"Height:
						5 ft 5 in (165 cm)",NA,NA,NA,NA,"221,552,610","
				268			","Weight:
						114 lbs (52 kg)","Born:
						1987-08-01,Birthplace:
						South Carolina, United States of America,Height:
						5 ft 5 in (165 cm),Weight:
						114 lbs (52 kg)","0"
"Arya Fae",NA,"1995-01-01",NA,"Height:
						5 ft 3 in (160 cm)",NA,NA,NA,NA,"120,078,641","
				269			","Weight:
						110 lbs (50 kg)","Born:
						1995-01-01,Birthplace:
						Los Angeles, California, United States of America,Height:
						5 ft 3 in (160 cm),Weight:
						110 lbs (50 kg)","0"
"Anya Ivy",NA,"1992-01-28",NA,"Height:
						5 ft 2 in (157 cm)",NA,NA,NA,NA,"91,718,713","
				270			","Weight:
						110 lbs (50 kg)","Born:
						1992-01-28,Birthplace:
						Atlanta, Georgia, United States of America,Height:
						5 ft 2 in (157 cm),Weight:
						110 lbs (50 kg)","0"
"Sophia Leone",NA,"1997-06-10",NA,"Height:
						5 ft 4 in (163 cm)",NA,NA,NA,NA,"106,372,558","
				271			","Weight:
						121 lbs (55 kg)","Born:
						1997-06-10,Birthplace:
						Miami, Florida, United States of America,Height:
						5 ft 4 in (163 cm),Weight:
						121 lbs (55 kg)","0"
"Princess Leia",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"4,125,590","
				272			","Weight:
							114 lbs (52 kg)","Born:
							1992-03-01,Birthplace:
							United States of America,Height:
							5 ft 2 in (157 cm),Weight:
							114 lbs (52 kg),Website:
							Official Site","0"
"Shay Evans",NA,NA,NA,"Height:
							5 ft 0 in (152 cm)",NA,NA,NA,NA,"59,717,280","
				273			","Weight:
							93 lbs (42 kg)","Born:
							1991-09-27,Birthplace:
							Florida, United States of America,Height:
							5 ft 0 in (152 cm),Weight:
							93 lbs (42 kg)","0"
"Hannah Hays",NA,"1998-09-13",NA,"Height:
						5 ft 2 in (157 cm)",NA,NA,NA,NA,"50,873,323","
				274			","Weight:
						99 lbs (45 kg)","Born:
						1998-09-13,Birthplace:
						Valdosta, United States of America,Height:
						5 ft 2 in (157 cm),Weight:
						99 lbs (45 kg)","0"
"Jade Kush","Gender:
							Female","Sep 27, 1998","Measurements:
								32DDD-24-34","Height:
								5 ft 1 in (155 cm)","Pornstar Profile Views:
								1,123,603","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        39K        ","
        30.2M        ","
                                                            
                                                    275            ","Weight:
								106 lbs (48 kg)","Gender:
							Female,Birthday:
							Sep 27, 1998,Age:
							20,Measurements:
								32DDD-24-34,Height:
								5 ft 1 in (155 cm),Weight:
								106 lbs (48 kg),Ethnicity:
								Asian,Background:
								American,Hair Color:
								Black,Relationship status:
							Taken,Interested in:
							Guys and Girls,Hometown:
							Chicago,City and Country:
							Los Angeles, US,Pornstar Profile Views:
								1,123,603,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                128,657,Videos Watched:
                                5,Joined:
                                8 months ago","1"
"Kelly Divine",NA,"1984-07-03",NA,"Height:
						5 ft 8 in (173 cm)",NA,NA,NA,NA,"136,273,136","
				276			","Weight:
						130 lbs (59 kg)","Born:
						1984-07-03,Birthplace:
						Chester, Pennsylvania, United States of America,Height:
						5 ft 8 in (173 cm),Weight:
						130 lbs (59 kg)","0"
"Yua Mikami",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"22,319","
				277			",NA,"Born:
							1993-04-16,Birthplace:
							Japan,Height:
							5 ft 2 in (157 cm)","0"
"Sarah Vandella",NA,"1983-12-02",NA,"Height:
						5 ft 3 in (160 cm)",NA,NA,NA,NA,"104,800,280","
				278			","Weight:
						123 lbs (56 kg)","Born:
						1983-12-02,Birthplace:
						Hauppauge, New York, United States of America,Height:
						5 ft 3 in (160 cm),Weight:
						123 lbs (56 kg)","0"
"Belle Claire",NA,"1993-05-26",NA,"Height:
						5 ft 9 in (175 cm)",NA,NA,NA,NA,"63,614,766","
				279			","Weight:
						121 lbs (55 kg)","Born:
						1993-05-26,Birthplace:
						Czech Republic,Height:
						5 ft 9 in (175 cm),Weight:
						121 lbs (55 kg)","0"
"Ashley Adams",NA,"1995-03-06",NA,"Height:
						5 ft 6 in (168 cm)",NA,NA,NA,NA,"73,724,744","
				280			","Weight:
						123 lbs (56 kg)","Born:
						1995-03-06,Birthplace:
						Tampa, Florida, United States of America,Height:
						5 ft 6 in (168 cm),Weight:
						123 lbs (56 kg)","0"
"Rachel Roxxx",NA,"1983-03-02",NA,"Height:
						5 ft 0 in (152 cm)",NA,NA,NA,NA,"113,811,382","
				281			","Weight:
						101 lbs (46 kg)","Born:
						1983-03-02,Birthplace:
						San Antonio, Texas, United States of America,Height:
						5 ft 0 in (152 cm),Weight:
						101 lbs (46 kg)","0"
"Ella Hughes","Gender:
							Female","Jun 13, 1995","Measurements:
								34AA-23-35","Height:
								5 ft 1 in (155 cm)","Pornstar Profile Views:
								2,941,570","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        73.9K        ","
        49.1M        ","
                                                            
                                                    282            ","Weight:
								110 lbs (50 kg)","Gender:
							Female,Birthday:
							Jun 13, 1995,Age:
							23,Star Sign:
							Gemini,Measurements:
								34AA-23-35,Height:
								5 ft 1 in (155 cm),Weight:
								110 lbs (50 kg),Ethnicity:
								White,Background:
								British,Hair Color:
								Red,Tattoos:
							Yes,Relationship status:
							Single,Interested in:
							Guys and Girls,Hometown:
							Birmingham, UK,City and Country:
							London, GB,Pornstar Profile Views:
								2,941,570,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                159,088,Videos Watched:
                                19,Joined:
                                5 months ago","1"
"LUNAxJAMES","Gender:
							Couple","Oct 14, 1993","Measurements:
								--",NA,"Pornstar Profile Views:
								8,822","Career Status:
							Active
                        ","Interested in:
							Girls","
        67.2K        ","
        25.5M        ","
                                                            
                                                    283            ",NA,"Gender:
							Couple,Birthday:
							Oct 14, 1993,Age:
							25,Measurements:
								--,Relationship status:
							Taken,Interested in:
							Girls,City and Country:
							Barcelona, ES,Pornstar Profile Views:
								8,822,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                693,756,Videos Watched:
                                259,Joined:
                                9 months ago","1"
"Cali Carter",NA,"1990-02-23",NA,"Height:
						5 ft 1 in (155 cm)",NA,NA,NA,NA,"59,020,148","
				284			","Weight:
						121 lbs (55 kg)","Born:
						1990-02-23,Birthplace:
						Sacramento, California, United States of America,Height:
						5 ft 1 in (155 cm),Weight:
						121 lbs (55 kg)","0"
"Gianna Dior",NA,"1997-05-12",NA,"Height:
						5 ft 5 in (165 cm)",NA,NA,NA,NA,"3,229,903","
				285			","Weight:
						105 lbs (48 kg)","Born:
						1997-05-12,Birthplace:
						Auburn, Alabama, United States of America,Height:
						5 ft 5 in (165 cm),Weight:
						105 lbs (48 kg)","0"
"Reagan Foxx","Gender:
							Female","Apr 12, 1975","Measurements:
								34DDD-26-36","Height:
								5 ft 9 in (175 cm)","Pornstar Profile Views:
								1,208,844","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        29.9K        ","
        66.7M        ","
                                                            
                                                    286            ","Weight:
								140 lbs (64 kg)","Gender:
							Female,Birthday:
							Apr 12, 1975,Age:
							43,Measurements:
								34DDD-26-36,Height:
								5 ft 9 in (175 cm),Weight:
								140 lbs (64 kg),Ethnicity:
								White,Background:
								American,Hair Color:
								Brunette,Interests and hobbies:
								Arizona Cardinals, UK Wildcats & SEX,Relationship status:
							Open,Interested in:
							Guys and Girls,City and Country:
							Scottsdale, US,Turn Ons:
								Guys and Girls that can make me laugh and carry on a conversation.  Love to flirt with both guys and girls.  Sex with my hitachi.,Turn Offs:
								Stuck up opinionated people,Pornstar Profile Views:
								1,208,844,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                162,860,Videos Watched:
                                183,Joined:
                                2 years ago","1"
"Aimi Yoshikawa",NA,NA,NA,"Height:
							5 ft 0 in (152 cm)",NA,NA,NA,NA,"170,977","
				287			",NA,"Born:
							1994-03-20,Birthplace:
							Kanagawa Prefecture, Japan,Height:
							5 ft 0 in (152 cm)","0"
"Belle Knox","Gender:
							Female","Jun 2, 1995","Measurements:
								32C-24-34","Height:
								5 ft 4 in (163 cm)","Pornstar Profile Views:
								7,032,058","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        80.4K        ","
        65.7M        ","
                                                            
                                                    288            ","Weight:
								95 lbs (43 kg)","Gender:
							Female,Birthday:
							Jun 2, 1995,Age:
							23,Star Sign:
							Gemini,Measurements:
								32C-24-34,Height:
								5 ft 4 in (163 cm),Weight:
								95 lbs (43 kg),Ethnicity:
								White,Background:
								American,Hair Color:
								Brunette,Interests and hobbies:
								napping, fucking,Relationship status:
							Single,Interested in:
							Guys and Girls,City and Country:
							los angeles, US,Turn Ons:
								rough sex, facials, big asses, women,Pornstar Profile Views:
								7,032,058,Career Status:
							Active
                        ,Career Start and End:
							
								2013 to
								Present							
						,Profile Views:
                                695,223,Videos Watched:
                                56,Joined:
                                4 years ago","1"
"Carolina Sweets",NA,NA,NA,"Height:
							5 ft 0 in (152 cm)",NA,NA,NA,NA,"89,228,471","
				289			","Weight:
							97 lbs (44 kg)","Born:
							1996-09-29,Birthplace:
							United States of America,Height:
							5 ft 0 in (152 cm),Weight:
							97 lbs (44 kg)","0"
"Katsuni",NA,"1979-04-09",NA,"Height:
						5 ft 7 in (170 cm)",NA,NA,NA,NA,"64,351,691","
				290			","Weight:
						117 lbs (53 kg)","Born:
						1979-04-09,Birthplace:
						Lyon, France,Height:
						5 ft 7 in (170 cm),Weight:
						117 lbs (53 kg)","0"
"Karla Kush",NA,"Las Vegas, Nevada, United States of America",NA,"Height:
						5 ft 3 in (160 cm)",NA,NA,NA,NA,"153,582,568","
				291			","Weight:
						112 lbs (51 kg)","Birthplace:
						Las Vegas, Nevada, United States of America,Height:
						5 ft 3 in (160 cm),Weight:
						112 lbs (51 kg)","0"
"Sora Aoi",NA,NA,NA,"Height:
							5 ft 1 in (155 cm)",NA,NA,NA,NA,"13,390,640","
				292			",NA,"Born:
							1983-11-11,Birthplace:
							Kanagawa Prefecture, Japan,Height:
							5 ft 1 in (155 cm)","0"
"Kianna Dior",NA,"1969-11-17",NA,"Height:
						5 ft 4 in (163 cm)",NA,NA,NA,NA,"65,877,826","
				293			","Weight:
						119 lbs (54 kg)","Born:
						1969-11-17,Birthplace:
						Sardis, British Columbia, Canada,Height:
						5 ft 4 in (163 cm),Weight:
						119 lbs (54 kg)","0"
"Uma Jolie",NA,"1995-04-08",NA,"Height:
						5 ft 3 in (160 cm)",NA,NA,NA,NA,"69,621,188","
				294			","Weight:
						106 lbs (48 kg)","Born:
						1995-04-08,Birthplace:
						California, United States of America,Height:
						5 ft 3 in (160 cm),Weight:
						106 lbs (48 kg)","0"
"Julie Cash","Gender:
							Female","May 23, 1989","Measurements:
								36D-30-40","Height:
								5 ft 6 in (168 cm)","Pornstar Profile Views:
								1,950,464","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        26.3K        ","
        33.8M        ","
                                                            
                                                    295            ","Weight:
								146 lbs (66 kg)","Gender:
							Female,Birthday:
							May 23, 1989,Age:
							29,Star Sign:
							Gemini,Measurements:
								36D-30-40,Height:
								5 ft 6 in (168 cm),Weight:
								146 lbs (66 kg),Ethnicity:
								White,Background:
								American,Hair Color:
								Blonde,Tattoos:
							Yes,Piercings:
							Yes,Relationship status:
							Single,Interested in:
							Guys and Girls,Hometown:
							dallas TEXAS,City and Country:
							los angeles, US,Pornstar Profile Views:
								1,950,464,Career Status:
							Active
                        ,Career Start and End:
							
								2010 to
								Present							
						,Profile Views:
                                40,138,Videos Watched:
                                3,Joined:
                                3 months ago","1"
"Alina Lopez",NA,"1995-09-06",NA,"Height:
						5 ft 6 in (168 cm)",NA,NA,NA,NA,"13,974,809","
				296			",NA,"Born:
						1995-09-06,Birthplace:
						Los Angeles, California, United States of America,Height:
						5 ft 6 in (168 cm)","0"
"Eliza Ibarra",NA,"1997-03-22",NA,"Height:
						5 ft 10 in (178 cm)",NA,NA,NA,NA,"30,625,213","
				297			","Weight:
						110 lbs (50 kg)","Born:
						1997-03-22,Birthplace:
						Riverside, California, United States of America,Height:
						5 ft 10 in (178 cm),Weight:
						110 lbs (50 kg)","0"
"Marry Queen",NA,"1991-10-20",NA,"Height:
						5 ft 4 in (163 cm)",NA,NA,NA,NA,"162,921,573","
				298			","Weight:
						123 lbs (56 kg)","Born:
						1991-10-20,Birthplace:
						Czech Republic,Height:
						5 ft 4 in (163 cm),Weight:
						123 lbs (56 kg)","0"
"Liza Del Sierra",NA,"1985-08-30",NA,"Height:
						5 ft 4 in (163 cm)",NA,NA,NA,NA,"67,026,563","
				299			","Weight:
						117 lbs (53 kg)","Born:
						1985-08-30,Birthplace:
						Pontoise, Val-d'Oise, France,Height:
						5 ft 4 in (163 cm),Weight:
						117 lbs (53 kg)","0"
"Angelina Castro","Gender:
							Female","Sep 6, 1982","Measurements:
								42F-28-42","Height:
								5 ft 8 in (173 cm)","Pornstar Profile Views:
								2,949,309","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        29.5K        ","
        46.4M        ","
                                                            
                                                    300            ","Weight:
								157 lbs (71 kg)","Gender:
							Female,Birthday:
							Sep 6, 1982,Age:
							36,Star Sign:
							Virgo,Measurements:
								42F-28-42,Height:
								5 ft 8 in (173 cm),Weight:
								157 lbs (71 kg),Ethnicity:
								Latin,Background:
								Cuban,Hair Color:
								Brunette, Black,Tattoos:
							Yes,Relationship status:
							Open,Interested in:
							Guys and Girls,Hometown:
							Havana,City and Country:
							Miami, US,Pornstar Profile Views:
								2,949,309,Career Status:
							Active
                        ,Career Start and End:
							
								2009 to
								Present							
						,Profile Views:
                                39,848,Videos Watched:
                                5,Joined:
                                5 months ago","1"
"Emily Bloom",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"43,931,995","
				301			","Weight:
							108 lbs (49 kg)","Born:
							1993-06-01,Birthplace:
							Ukraine,Height:
							5 ft 6 in (168 cm),Weight:
							108 lbs (49 kg)","0"
"Jasmine James",NA,"1990-04-14",NA,"Height:
						5 ft 4 in (163 cm)",NA,NA,NA,NA,"39,081,740","
				302			","Weight:
						132 lbs (60 kg)","Born:
						1990-04-14,Birthplace:
						London, England,Height:
						5 ft 4 in (163 cm),Weight:
						132 lbs (60 kg)","0"
