"name","gender","age","measurements","height","profile_view","status","orientation","subscribe","video_view","rank","weight","info_text","verified"
"Pink Kandi","Gender:
							Female","Sep 23, 1989","Measurements:
								--",NA,"Pornstar Profile Views:
								51,049","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        2.9K        ","
        4.9M        ","
                                                            
                                                    5537            ",NA,"Gender:
							Female,Birthday:
							Sep 23, 1989,Age:
							29,Measurements:
								--,Relationship status:
							Taken,Interested in:
							Guys and Girls,Hometown:
							NW INDY,City and Country:
							NW INDY, US,Pornstar Profile Views:
								51,049,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                14,236,Videos Watched:
                                50,Joined:
                                5 years ago","1"
"Donna Doll",NA,NA,NA,"Height:
							5 ft 9 in (175 cm)",NA,NA,NA,NA,"3,095,748","
				6671			","Weight:
							126 lbs (57 kg)","Born:
							1965-06-10,Birthplace:
							Sao Paulo, Brazil,Height:
							5 ft 9 in (175 cm),Weight:
							126 lbs (57 kg)","0"
"Julia Juggs",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"2,002,106","
				7367			","Weight:
							185 lbs (84 kg)","Born:
							1979-09-18,Height:
							5 ft 5 in (165 cm),Weight:
							185 lbs (84 kg)","0"
"Jennifer VanBeaver",NA,NA,NA,NA,NA,NA,NA,NA,"1,981,570","
				6114			",NA,"","0"
"Ashton Moore",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"7,027,307","
				6112			","Weight:
							112 lbs (51 kg)","Born:
							1976-03-31,Birthplace:
							Long Beach, California, United States of America,Height:
							5 ft 3 in (160 cm),Weight:
							112 lbs (51 kg)","0"
"Angel Baby",NA,NA,NA,NA,NA,NA,NA,NA,"374,780","
				7696			",NA,"","0"
"April Snow",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"2,299,541","
				5242			","Weight:
							112 lbs (51 kg)","Born:
							1993-12-30,Birthplace:
							Los Angeles, California, United States of America,Height:
							5 ft 5 in (165 cm),Weight:
							112 lbs (51 kg)","0"
"Jun Kusanagi",NA,NA,NA,NA,NA,NA,NA,NA,"803,266","
				5518			",NA,"","0"
"Linda Ray",NA,NA,NA,"Height:
							5 ft 9 in (175 cm)",NA,NA,NA,NA,"1,086,507","
				6804			","Weight:
							126 lbs (57 kg)","Born:
							1988-07-22,Birthplace:
							Budapest, Hungary,Height:
							5 ft 9 in (175 cm),Weight:
							126 lbs (57 kg)","0"
"Kami Andrews",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"3,313,448","
				5722			","Weight:
							121 lbs (55 kg)","Born:
							1975-03-01,Birthplace:
							Florida, United States of America,Height:
							5 ft 4 in (163 cm),Weight:
							121 lbs (55 kg)","0"
"Amber Swallows",NA,NA,NA,"Height:
							5 ft 1 in (155 cm)",NA,NA,NA,NA,"2,287,475","
				5016			","Weight:
							170 lbs (77 kg)","Born:
							1984-03-11,Birthplace:
							Colon, Panama,Height:
							5 ft 1 in (155 cm),Weight:
							170 lbs (77 kg)","0"
"Sandy Beach",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"9,908,790","
				6443			","Weight:
							130 lbs (59 kg)","Born:
							1983-01-02,Birthplace:
							Calabasas, California, United States of America,Height:
							5 ft 4 in (163 cm),Weight:
							130 lbs (59 kg)","0"
"Penelope Pumpkins",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"363,708","
				5750			",NA,"Born:
							1971-12-04,Birthplace:
							San Jose, California, United States of America,Height:
							5 ft 6 in (168 cm)","0"
"Lili Fox",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"654,104","
				5971			",NA,"Born:
							1993-05-20,Birthplace:
							Russia,Height:
							5 ft 4 in (163 cm)","0"
"Jemini",NA,NA,NA,NA,NA,NA,NA,NA,"474,598","
				5769			",NA,"","0"
"Claudia Bella",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"1,456,260","
				6723			","Weight:
							116 lbs (53 kg)","Born:
							1982-01-11,Birthplace:
							Rio De Janeiro, Brazil,Height:
							5 ft 5 in (165 cm),Weight:
							116 lbs (53 kg)","0"
"Krystal Banks",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"9,029,610","
				6455			","Weight:
							106 lbs (48 kg)","Born:
							1990-07-09,Birthplace:
							Boston, Massachusetts, United States of America,Height:
							5 ft 2 in (157 cm),Weight:
							106 lbs (48 kg)","0"
"Alisandra Monroe",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"1,626,023","
				6427			","Weight:
							134 lbs (61 kg)","Born:
							1976-02-22,Birthplace:
							Salem, West Virginia, United States of America,Height:
							5 ft 4 in (163 cm),Weight:
							134 lbs (61 kg)","0"
"Misty Law",NA,NA,NA,NA,NA,NA,NA,NA,"1,303,186","
				5723			",NA,"","0"
"Sabrina Fox",NA,NA,NA,"Height:
							5 ft 11 in (180 cm)",NA,NA,NA,NA,"1,743,256","
				6395			","Weight:
							130 lbs (59 kg)","Born:
							1980-05-04,Birthplace:
							Alabama, United States of America,Height:
							5 ft 11 in (180 cm),Weight:
							130 lbs (59 kg)","0"
"Jasmine Jade",NA,NA,NA,NA,NA,NA,NA,NA,"903,708","
				6975			",NA,"","0"
"Dallas Black",NA,"1990-02-06",NA,"Height:
						5 ft 2 in (157 cm)",NA,NA,NA,NA,"3,217,102","
				6021			","Weight:
						99 lbs (45 kg)","Born:
						1990-02-06,Birthplace:
						California, United States of America,Height:
						5 ft 2 in (157 cm),Weight:
						99 lbs (45 kg)","0"
"Lexi Ward",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"680,842","
				6348			","Weight:
							117 lbs (53 kg)","Born:
							1982-12-03,Birthplace:
							Newcastle, England,Height:
							5 ft 5 in (165 cm),Weight:
							117 lbs (53 kg)","0"
"Zoey Portland",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"5,901,019","
				5996			","Weight:
							119 lbs (54 kg)","Birthplace:
							United States of America,Height:
							5 ft 8 in (173 cm),Weight:
							119 lbs (54 kg)","0"
"Thalia Tate",NA,NA,NA,NA,NA,NA,NA,NA,"1,823,148","
				5218			",NA,"","0"
"Whitney Conroy",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"23,877,769","
				5690			","Weight:
							121 lbs (55 kg)","Born:
							1994-10-02,Birthplace:
							Czech Republic,Height:
							5 ft 5 in (165 cm),Weight:
							121 lbs (55 kg)","0"
"Larissa Mendes",NA,NA,NA,NA,NA,NA,NA,NA,"53,387","
				5325			",NA,"Birthplace:
							Brazil","0"
"Mistress Delicious",NA,NA,NA,NA,NA,NA,NA,NA,"231,544","
				5689			",NA,"","0"
"Cassidy Lynn",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"1,804,209","
				6743			","Weight:
							121 lbs (55 kg)","Born:
							1984-11-23,Birthplace:
							Salt Lake City, Utah, United States of America,Height:
							5 ft 3 in (160 cm),Weight:
							121 lbs (55 kg)","0"
"Karen Kam",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"1,291,817","
				6331			","Weight:
							110 lbs (50 kg)","Born:
							1979-02-04,Birthplace:
							Montevideo, Uruguay,Height:
							5 ft 3 in (160 cm),Weight:
							110 lbs (50 kg)","0"
"Hannah Hartman",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"5,370,155","
				6233			","Weight:
							115 lbs (52 kg)","Birthplace:
							Las Vegas, Nevada, United States of America,Height:
							5 ft 8 in (173 cm),Weight:
							115 lbs (52 kg)","0"
"Lil Bit More",NA,NA,NA,NA,NA,NA,NA,NA,"805,712","
				8215			",NA,"","0"
"April Adams",NA,NA,NA,"Height:
							5 ft 1 in (155 cm)",NA,NA,NA,NA,"329,162","
				6341			",NA,"Born:
							1975-01-02,Birthplace:
							Cleveland, Ohio, United States of America,Height:
							5 ft 1 in (155 cm)","0"
"Tania Spice",NA,NA,NA,NA,NA,NA,NA,NA,"13,650","
				6119			",NA,"Birthplace:
							Colombia","0"
"Katie Angel",NA,NA,NA,NA,NA,NA,NA,NA,"349,174","
				6350			",NA,"","0"
"Alina Long",NA,NA,NA,"Height:
							5 ft 9 in (175 cm)",NA,NA,NA,NA,"137,595","
				6040			","Weight:
							121 lbs (55 kg)","Born:
							1982-10-24,Birthplace:
							Ukraine,Height:
							5 ft 9 in (175 cm),Weight:
							121 lbs (55 kg)","0"
"Kristina Cross",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"5,308,182","
				6778			","Weight:
							110 lbs (50 kg)","Born:
							1974-03-25,Birthplace:
							Las Vegas, Nevada, United States of America,Height:
							5 ft 3 in (160 cm),Weight:
							110 lbs (50 kg)","0"
"Sadie Swede",NA,NA,NA,"Height:
							5 ft 9 in (175 cm)",NA,NA,NA,NA,"5,129,645","
				6042			","Weight:
							159 lbs (72 kg)","Born:
							1982-09-14,Birthplace:
							British Columbia, Canada,Height:
							5 ft 9 in (175 cm),Weight:
							159 lbs (72 kg)","0"
"Taylor Lynn",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"2,077,445","
				6952			","Weight:
							119 lbs (54 kg)","Born:
							1976-01-05,Birthplace:
							Villa Park, California, United States of America,Height:
							5 ft 6 in (168 cm),Weight:
							119 lbs (54 kg)","0"
"Brooke Ashley",NA,NA,NA,NA,NA,NA,NA,NA,"777,893","
				7717			",NA,"","0"
"Maria Gabriela P","Gender:
							Female","Sep 7, 1998","Measurements:
								--","Height:
								5 ft 1 in (155 cm)","Pornstar Profile Views:
								14,032","Career Status:
							Active
                        ","Interested in:
							Guys","
        9.8K        ","
        470K        ","
                                                            
                                                    6157            ","Weight:
								101 lbs (46 kg)","Gender:
							Female,Birthday:
							Sep 7, 1998,Age:
							20,Measurements:
								--,Height:
								5 ft 1 in (155 cm),Weight:
								101 lbs (46 kg),Ethnicity:
								Latin,Background:
								American,Hair Color:
								Black,Relationship status:
							Single,Interested in:
							Guys,Hometown:
							Venezuela,City and Country:
							Miami, US,Pornstar Profile Views:
								14,032,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                34,255,Videos Watched:
                                662,Joined:
                                3 years ago","1"
"Skylar Xtreme",NA,NA,NA,NA,NA,NA,NA,NA,"55,924","
				5800			",NA,"","0"
"Brooke Lynn",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"124,710","
				6500			","Weight:
							129 lbs (59 kg)","Born:
							1997-05-16,Birthplace:
							Dothan, Alabama, United States of America,Height:
							5 ft 7 in (170 cm),Weight:
							129 lbs (59 kg)","0"
"Carrie Du Four",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"1,902,227","
				6368			","Weight:
							119 lbs (54 kg)","Born:
							1985-11-25,Birthplace:
							Prague, Czech Republic,Height:
							5 ft 2 in (157 cm),Weight:
							119 lbs (54 kg)","0"
"Tiffany Naylor",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"1,161,407","
				6015			",NA,"Birthplace:
							United Kingdom,Height:
							5 ft 4 in (163 cm)","0"
"Taylor Moore",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"2,578,455","
				6303			","Weight:
							115 lbs (52 kg)","Born:
							1970-05-15,Birthplace:
							Puyallup, Washington, United States of America,Height:
							5 ft 4 in (163 cm),Weight:
							115 lbs (52 kg)","0"
"Bridgette Monet",NA,NA,NA,"Height:
							5 ft 10 in (178 cm)",NA,NA,NA,NA,"3,796,725","
				5680			",NA,"Born:
							1959-06-28,Birthplace:
							Huntington Beach, California, United States of America,Height:
							5 ft 10 in (178 cm)","0"
"Bambi Joli",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"52,745","
				6361			","Weight:
							110 lbs (50 kg)","Born:
							1992-09-12,Birthplace:
							Czech Republic,Height:
							5 ft 8 in (173 cm),Weight:
							110 lbs (50 kg)","0"
"Abelia",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"1,999,205","
				5886			","Weight:
							94 lbs (43 kg)","Born:
							1990-04-13,Birthplace:
							Bucharest, Romania,Height:
							5 ft 7 in (170 cm),Weight:
							94 lbs (43 kg)","0"
"Desiree Devine",NA,NA,NA,NA,NA,NA,NA,NA,"1,702,509","
				6623			",NA,"","0"
"Elena May",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"584,591","
				7612			","Weight:
							123 lbs (56 kg)","Birthplace:
							Russia,Height:
							5 ft 6 in (168 cm),Weight:
							123 lbs (56 kg)","0"
"Caty Campbell",NA,NA,NA,NA,NA,NA,NA,NA,"1,336,631","
				6509			",NA,"","0"
"Alexandra Belle",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"27,863","
				4898			","Weight:
							110 lbs (50 kg)","Born:
							1980-02-27,Birthplace:
							Quebec, Canada,Height:
							5 ft 6 in (168 cm),Weight:
							110 lbs (50 kg)","0"
"Trinity May",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"3,787,105","
				6998			","Weight:
							108 lbs (49 kg)","Birthplace:
							United States of America,Height:
							5 ft 5 in (165 cm),Weight:
							108 lbs (49 kg)","0"
"Nikki Rio",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"1,001,907","
				7129			","Weight:
							128 lbs (58 kg)","Born:
							1987-02-15,Birthplace:
							Rio de Janeiro, Brazil,Height:
							5 ft 8 in (173 cm),Weight:
							128 lbs (58 kg)","0"
"Angel Felon",NA,NA,NA,NA,NA,NA,NA,NA,"12,367","
				12359			",NA,"","0"
"Tolly Cristall",NA,NA,NA,NA,NA,NA,NA,NA,"1,341,277","
				6032			",NA,"Born:
							1984-11-11,Birthplace:
							Hungary","0"
"Entice",NA,NA,NA,NA,NA,NA,NA,NA,"1,522,666","
				5882			",NA,"","0"
"Sumire Matsu",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"1,289,021","
				5597			","Weight:
							110 lbs (50 kg)","Born:
							1989-09-20,Birthplace:
							Tokyo, Japan,Height:
							5 ft 4 in (163 cm),Weight:
							110 lbs (50 kg)","0"
"Bella Young",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"583,387","
				8102			","Weight:
							108 lbs (49 kg)","Birthplace:
							United States of America,Height:
							5 ft 4 in (163 cm),Weight:
							108 lbs (49 kg)","0"
"Caroline Ardolino",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"696,462","
				5721			","Weight:
							105 lbs (48 kg)","Birthplace:
							Czech Republic,Height:
							5 ft 4 in (163 cm),Weight:
							105 lbs (48 kg)","0"
"Morgan Reigns",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"3,340,439","
				6471			","Weight:
							130 lbs (59 kg)","Born:
							1980-10-03,Birthplace:
							Virginia, United States of America,Height:
							5 ft 8 in (173 cm),Weight:
							130 lbs (59 kg)","0"
"Madison Sins",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"6,264,696","
				7022			","Weight:
							110 lbs (50 kg)","Born:
							1982-07-11,Birthplace:
							New Mexico, United States of America,Height:
							5 ft 4 in (163 cm),Weight:
							110 lbs (50 kg)","0"
"Lexi Lamour",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"4,367,372","
				6431			","Weight:
							126 lbs (57 kg)","Born:
							1976-08-28,Birthplace:
							Crown Point, Indiana, United States of America,Height:
							5 ft 8 in (173 cm),Weight:
							126 lbs (57 kg)","0"
"Kittie",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"2,676,211","
				6905			","Weight:
							115 lbs (52 kg)","Born:
							1986-01-20,Birthplace:
							Hungary,Height:
							5 ft 6 in (168 cm),Weight:
							115 lbs (52 kg)","0"
"Darina Vanickova",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"9,035,687","
				5641			",NA,"Birthplace:
							Czech Republic,Height:
							5 ft 3 in (160 cm)","0"
"Melinda Doll",NA,NA,NA,"Height:
							5 ft 9 in (175 cm)",NA,NA,NA,NA,"1,653,815","
				6700			","Weight:
							126 lbs (57 kg)","Born:
							1981-02-03,Birthplace:
							Budapest, Hungary,Height:
							5 ft 9 in (175 cm),Weight:
							126 lbs (57 kg)","0"
"Michelle Avanti",NA,NA,NA,"Height:
							5 ft 0 in (152 cm)",NA,NA,NA,NA,"10,104,366","
				7170			","Weight:
							99 lbs (45 kg)","Born:
							1980-04-19,Birthplace:
							Visalia, California, United States of America,Height:
							5 ft 0 in (152 cm),Weight:
							99 lbs (45 kg)","0"
"Mariah Lynn",NA,NA,NA,NA,NA,NA,NA,NA,"218,151","
				6807			",NA,"","0"
"Nikki Bell",NA,NA,NA,"Height:
							5 ft 1 in (155 cm)",NA,NA,NA,NA,"3,159,266","
				7474			","Weight:
							110 lbs (50 kg)","Born:
							1993-07-09,Birthplace:
							Miami, Florida, United States of America,Height:
							5 ft 1 in (155 cm),Weight:
							110 lbs (50 kg)","0"
"Veronica Gold",NA,NA,NA,NA,NA,NA,NA,NA,"486,174","
				6320			",NA,"Birthplace:
							Czech Republic","0"
"Kyanna Lee",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"2,514,783","
				7470			","Weight:
							112 lbs (51 kg)","Born:
							1987-10-26,Birthplace:
							Long Beach, California, United States of America,Height:
							5 ft 2 in (157 cm),Weight:
							112 lbs (51 kg)","0"
"Lindy Lane",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"2,385,744","
				6715			","Weight:
							110 lbs (50 kg)","Born:
							1990-01-04,Birthplace:
							San Diego, California, United States of America,Height:
							5 ft 2 in (157 cm),Weight:
							110 lbs (50 kg)","0"
"Verta Feet",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"1,134,231","
				7993			",NA,"Birthplace:
							Minnesota, United States of America,Height:
							5 ft 2 in (157 cm)","0"
"Karina Play",NA,NA,NA,"Height:
							5 ft 9 in (175 cm)",NA,NA,NA,NA,"492,194","
				7321			","Weight:
							123 lbs (56 kg)","Born:
							1979-07-29,Birthplace:
							Ukraine,Height:
							5 ft 9 in (175 cm),Weight:
							123 lbs (56 kg)","0"
"Taya Parker",NA,NA,NA,"Height:
							5 ft 1 in (155 cm)",NA,NA,NA,NA,"25,470","
				6194			","Weight:
							99 lbs (45 kg)","Born:
							1980-01-10,Birthplace:
							Marion, Ohio, United States of America,Height:
							5 ft 1 in (155 cm),Weight:
							99 lbs (45 kg)","0"
"Anna Siline",NA,NA,NA,NA,NA,NA,NA,NA,"721,787","
				6696			",NA,"Born:
							1992-06-02,Birthplace:
							France","0"
"Rose Rhapsody",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"2,500,311","
				6246			","Weight:
							148 lbs (67 kg)","Birthplace:
							United States of America,Height:
							5 ft 7 in (170 cm),Weight:
							148 lbs (67 kg)","0"
"Fernanda Franklin",NA,NA,NA,NA,NA,NA,NA,NA,"225,287","
				6012			",NA,"Birthplace:
							Brazil","0"
"Vanessa Cooper",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"255,797","
				7049			","Weight:
							112 lbs (51 kg)","Born:
							1983-05-09,Birthplace:
							PlzeÅˆ, Czech Republic,Height:
							5 ft 6 in (168 cm),Weight:
							112 lbs (51 kg)","0"
"Charisma",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"5,860,644","
				6335			","Weight:
							130 lbs (59 kg)","Born:
							1970-02-15,Birthplace:
							Ohio, United States of America,Height:
							5 ft 6 in (168 cm),Weight:
							130 lbs (59 kg)","0"
"Betty Boobs",NA,NA,NA,NA,NA,NA,NA,NA,"207,042","
				8084			",NA,"","0"
"Judy Jolie",NA,NA,NA,NA,NA,NA,NA,NA,"114,176","
				5693			",NA,"","0"
"Mckenzie Sweet",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"6,902,797","
				6946			","Weight:
							121 lbs (55 kg)","Born:
							1980-10-13,Height:
							5 ft 6 in (168 cm),Weight:
							121 lbs (55 kg)","0"
"Diane Deluna",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"6,446,171","
				6248			","Weight:
							126 lbs (57 kg)","Born:
							1987-03-14,Birthplace:
							Las Vegas, Nevada, United States of America,Height:
							5 ft 8 in (173 cm),Weight:
							126 lbs (57 kg)","0"
"Mariana Sato",NA,NA,NA,NA,NA,NA,NA,NA,"419,196","
				5872			",NA,"Birthplace:
							Brazil","0"
"Lavender Rayne",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"988,970","
				6380			","Weight:
							134 lbs (61 kg)","Born:
							1980-04-08,Birthplace:
							New Jersey, United States of America,Height:
							5 ft 6 in (168 cm),Weight:
							134 lbs (61 kg)","0"
"Charlotte Madison",NA,NA,NA,NA,NA,NA,NA,NA,"6,417,852","
				7182			",NA,"","0"
"Angelina Mylee",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"8,344,734","
				6203			","Weight:
							126 lbs (57 kg)","Born:
							1993-01-05,Birthplace:
							United States of America,Height:
							5 ft 5 in (165 cm),Weight:
							126 lbs (57 kg)","0"
"Carmen Moore",NA,NA,NA,NA,NA,NA,NA,NA,"3,206,222","
				6832			",NA,"Born:
							1971-09-23,Birthplace:
							Hungary","0"
"Alexi Star",NA,NA,NA,NA,NA,NA,NA,NA,"1,358,907","
				6254			",NA,"","0"
"Luna Toxxxic","Gender:
							Female","Apr 18, 1989","Measurements:
								32A--","Height:
								5 ft 1 in (155 cm)","Pornstar Profile Views:
								221","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        368        ","
        121K        ","
                                                            
                                                    5333            ","Weight:
								108 lbs (49 kg)","Gender:
							Female,Birthday:
							Apr 18, 1989,Age:
							29,Measurements:
								32A--,Height:
								5 ft 1 in (155 cm),Weight:
								108 lbs (49 kg),Ethnicity:
								White,Background:
								German,Hair Color:
								Blonde,Tattoos:
							Yes,Interests and hobbies:
								Femdom, Findom, Sex with hot girls and BBC, shooting porn, creating my own porn, showing off my body, dancing, twerking, wrestling,,Relationship status:
							Single,Interested in:
							Guys and Girls,City and Country:
							London, GB,Turn Ons:
								Guys: BBC, good teeth, naturally curled eyelashes, juicy lips, muscles
Girls: slim, lean and petite or with thicc booty ;) 

Girls: eyes, eyebrows, lips, teeth, small firm tits, juicy bum,Pornstar Profile Views:
								221,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                4,123,Videos Watched:
                                39,Joined:
                                4 months ago","1"
"Nikki Nievez",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"5,510,741","
				5907			","Weight:
							121 lbs (55 kg)","Born:
							1985-11-18,Birthplace:
							Miami, Florida, United States of America,Height:
							5 ft 6 in (168 cm),Weight:
							121 lbs (55 kg)","0"
"Rhianna Ryan",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"1,697,507","
				6781			","Weight:
							126 lbs (57 kg)","Born:
							1990-04-05,Birthplace:
							United States of America,Height:
							5 ft 4 in (163 cm),Weight:
							126 lbs (57 kg)","0"
"Isabella Cruz",NA,NA,NA,NA,NA,NA,NA,NA,"3,423,686","
				6524			",NA,"Born:
							1988-03-10","0"
"Tatiana Sweet",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"59,034","
				7064			",NA,"Born:
							1988-01-17,Birthplace:
							Russia,Height:
							5 ft 4 in (163 cm)","0"
"Scarlett Sawyer",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"6,172,970","
				7444			","Weight:
							110 lbs (50 kg)","Birthplace:
							Florida, United States of America,Height:
							5 ft 5 in (165 cm),Weight:
							110 lbs (50 kg)","0"
"Jasmine Wolff",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"3,614,831","
				6359			","Weight:
							99 lbs (45 kg)","Born:
							1989-04-10,Birthplace:
							Bangor, Maine, United States of America,Height:
							5 ft 2 in (157 cm),Weight:
							99 lbs (45 kg)","0"
"Tiffany Kohl",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"2,322,222","
				6252			","Weight:
							123 lbs (56 kg)","Birthplace:
							Georgia, United States of America,Height:
							5 ft 4 in (163 cm),Weight:
							123 lbs (56 kg)","0"
"Rio Mariah",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"3,283,849","
				7043			","Weight:
							112 lbs (51 kg)","Born:
							1980-03-03,Birthplace:
							Rio de Janeiro, Brazil,Height:
							5 ft 4 in (163 cm),Weight:
							112 lbs (51 kg)","0"
"Milky Maria",NA,NA,NA,NA,NA,NA,NA,NA,"936,559","
				6940			",NA,"","0"
"Simone Garza",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"132,578","
				6751			","Weight:
							119 lbs (54 kg)","Height:
							5 ft 3 in (160 cm),Weight:
							119 lbs (54 kg)","0"
"Aria Michaels",NA,NA,NA,NA,NA,NA,NA,NA,"34,004","
				6118			",NA,"","0"
"Melissa Ria",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"1,461,209","
				6576			","Weight:
							119 lbs (54 kg)","Born:
							1989-10-27,Birthplace:
							Ceske Budejovice, Jihocesky Kraj, Czech Republic,Height:
							5 ft 7 in (170 cm),Weight:
							119 lbs (54 kg)","0"
"Annie Sprinkle",NA,NA,NA,NA,NA,NA,NA,NA,"525,071","
				4496			",NA,"Born:
							1954-07-23,Birthplace:
							Philadelphia, Pennsylvania, United States of America,Website:
							Official Site","0"
"Mia Hurley",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"4,283,886","
				4219			","Weight:
							104 lbs (47 kg)","Birthplace:
							Florida, United States of America,Height:
							5 ft 5 in (165 cm),Weight:
							104 lbs (47 kg)","0"
"Jazy Berlin",NA,NA,NA,"Height:
							5 ft 9 in (175 cm)",NA,NA,NA,NA,"3,052,009","
				4538			","Weight:
							126 lbs (57 kg)","Born:
							1986-04-17,Birthplace:
							Minneapolis, Minnesota, United States of America,Height:
							5 ft 9 in (175 cm),Weight:
							126 lbs (57 kg)","0"
"Bibi Fox",NA,NA,NA,NA,NA,NA,NA,NA,"14,232,303","
				4688			",NA,"","0"
"Mizuki Akai",NA,NA,NA,"Height:
							5 ft 0 in (152 cm)",NA,NA,NA,NA,"1,029,381","
				4209			",NA,"Born:
							1992-09-22,Birthplace:
							Tokyo, Japan,Height:
							5 ft 0 in (152 cm)","0"
"Stracy Stone",NA,NA,NA,"Height:
							5 ft 10 in (178 cm)",NA,NA,NA,NA,"7,469,455","
				4854			","Weight:
							126 lbs (57 kg)","Born:
							1987-01-30,Birthplace:
							Czech Republic,Height:
							5 ft 10 in (178 cm),Weight:
							126 lbs (57 kg)","0"
